,0,1,2
15592,hydroxyzine,hereditary angioedema,cytochrome p450 family 19 subfamily a member 1
15593,benzocaine,bone paget disease,tubulin beta 1 class vi
15594,galantamine,psychologic dyspareunia,ribosomal protein s6 kinase a2
15595,hydroxocobalamin,pancreatic insulinoma,carbonic anhydrase 11
15596,stanozolol,ovarian cancer,potassium inwardly rectifying channel subfamily j member 1
15597,acrivastine,idiopathic acute eosinophilic pneumonia,nuak family kinase 2
15598,clobazam,sickle cell anemia,prostaglandin i2 receptor
15599,hydralazine,tetanus,somatostatin receptor 1
15600,eribulin,adrenocortical insufficiency,gamma-aminobutyric acid type a receptor subunit epsilon
15601,sitagliptin,gastroesophageal reflux disease,mapk interacting serine/threonine kinase 2
15602,fenoprofen,bipolar disorder,calmodulin 2
15603,mirodenafil,osteomalacia,transient receptor potential cation channel subfamily v member 1
15604,carmustine,pityriasis versicolor,solute carrier organic anion transporter family member 2b1
15605,clobetasone,malignant essential hypertension,cytochrome p450 family 2 subfamily c member 8
15606,ethacrynic acid,impetigo,inositol monophosphatase 1
15607,darunavir,keloid,rio kinase 1
15608,tocilizumab,otitis externa,cytochrome p450 family 3 subfamily a member 7
15609,minoxidil,rhabdomyosarcoma,"yes proto-oncogene 1, src family tyrosine kinase"
15610,vigabatrin,ventricular fibrillation,5-methyltetrahydrofolate-homocysteine methyltransferase reductase
15611,dantrolene,autoimmune disease,potassium voltage-gated channel subfamily c member 4
15612,idelalisib,adrenogenital syndrome,ribosomal protein s6 kinase a5
15613,fluocinonide,myxedema,phosphodiesterase 10a
15614,etodolac,adrenal gland hyperfunction,histone deacetylase 5
15615,l-citrulline,psychotic disorder,low density lipoprotein receptor
15616,topiroxostat,breast neoplasm,kelch like ech associated protein 1
15617,hydralazine,nausea,"dna polymerase epsilon, catalytic subunit"
15618,crisaborole,ocular hypertension,doublecortin like kinase 3
15619,torsemide,scalp dermatosis,dna topoisomerase ii beta
15620,carbachol,gynecomastia disorder,cdgsh iron sulfur domain 1
15621,sulfasalazine,temporal arteritis,phosphodiesterase 6b
15622,minocycline,female infertility,ndufa4 mitochondrial complex associated
15623,sotalol,ovarian epithelial tumor,adenosine a2a receptor
15624,fampridine,hemorrhoid,adrenoceptor beta 3
15625,baricitinib,dry eye syndrome,riboflavin kinase
15626,beclometasone,urge incontinence,potassium inwardly rectifying channel subfamily j member 11
15627,aminoglutethimide,blepharoconjunctivitis,dna methyltransferase 1
15628,liraglutide,pulmonary emphysema,"dna polymerase epsilon, catalytic subunit"
15629,calcium citrate,depressive disorder,fer tyrosine kinase
15630,suramin,intermittent vascular claudication,low density lipoprotein receptor
15631,teduglutide,hemorrhoid,cholinergic receptor nicotinic beta 3 subunit
15632,gefitinib,embolism,gamma-aminobutyric acid type a receptor subunit alpha1
15633,lifitegrast,hereditary angioedema,angiotensin ii receptor type 1
15634,telmisartan,ascites,atpase copper transporting beta
15635,methapyrilene,epicondylitis,potassium voltage-gated channel subfamily h member 7
15636,dimenhydrinate,rheumatic heart disease,opioid receptor delta 1
15637,trospium chloride,endemic goiter,kallikrein b1
15638,cyclophosphamide,female infertility,5-hydroxytryptamine receptor 3d
15639,apraclonidine,central nervous system origin vertigo,solute carrier family 47 member 2
15640,dextropropoxyphene,erdheim-chester disease,tank binding kinase 1
15641,loratadine,relapsing-remitting multiple sclerosis,c-x-c motif chemokine receptor 4
15642,meclizine,onchocerciasis,solute carrier family 22 member 2
15643,phenylephrine,diffuse alopecia areata,cholinergic receptor nicotinic alpha 2 subunit
15644,loratadine,hypercalcemia disease,cholinergic receptor nicotinic beta 4 subunit
15645,ramipril,meniere disease,5-hydroxytryptamine receptor 1d
15646,sulindac,idiopathic acute eosinophilic pneumonia,checkpoint kinase 2
15647,levoketoconazole,adrenocortical insufficiency,synaptic vesicle glycoprotein 2a
15648,flurazepam,endemic goiter,calcium voltage-gated channel subunit alpha1 d
15649,amiloride,disruptive behavior disorder,mitogen-activated protein kinase kinase kinase 11
15650,sotalol,huntington disease,calcium voltage-gated channel subunit alpha1 a
15651,methdilazine,intermittent vascular claudication,solute carrier family 7 member 11
15652,indapamide,pulmonary fibrosis,dipeptidyl peptidase 4
15653,celecoxib,chronic kidney disease,ribosomal protein l3
15654,phendimetrazine,dysmenorrhea,discoidin domain receptor tyrosine kinase 1
15655,nimodipine,anterior uveitis,platelet derived growth factor receptor beta
15656,apraclonidine,cycloplegia,histone deacetylase 11
15657,lixisenatide,shock,sphingosine-1-phosphate receptor 5
15658,oxymetazoline,periodontitis,solute carrier family 18 member a1
15659,maprotiline,pityriasis versicolor,nuak family kinase 2
15660,vilazodone,tenosynovial giant cell tumor,potassium voltage-gated channel subfamily d member 2
15661,ethinylestradiol,zollinger-ellison syndrome,solute carrier organic anion transporter family member 1b3
15662,phenobarbital,plasma cell myeloma,transient receptor potential cation channel subfamily v member 1
15663,prasugrel,tetanus,dna methyltransferase 3 alpha
15664,trimipramine,embolism,integrin subunit alpha 2b
15665,lenvatinib,social phobia,tubulin gamma 1
15666,bromfenac,anaphylaxis,steroid 5 alpha-reductase 2
15667,clobetasol propionate,oligospermia,arachidonate 5-lipoxygenase
15668,somatrem,chronic schizophrenia,fkbp prolyl isomerase 1a
15669,mitiglinide,pain,interleukin 1 receptor associated kinase 3
15670,fexofenadine,oral mucosa leukoplakia,fkbp prolyl isomerase 1b
15671,acth,secondary hyperparathyroidism,gamma-aminobutyric acid type a receptor subunit alpha4
15672,ciprofloxacin,acute monocytic leukemia,sodium voltage-gated channel alpha subunit 9
15673,clonidine,dermatomyositis,lipoprotein lipase
15674,icatibant,delirium,tyrosine kinase non receptor 1
15675,norethisterone,lichen planus,somatostatin receptor 5
15676,fluspirilene,depressive disorder,dipeptidase 1
15677,acetazolamide,pruritus,cytochrome p450 family 27 subfamily b member 1
15678,insulin detemir,respiratory failure,ribosomal protein s6 kinase a2
15679,fenoldopam,renal cell carcinoma,cytidine deaminase
15680,buclizine,ascariasis,interleukin 2
15681,dapoxetine,central nervous system origin vertigo,cannabinoid receptor 1
15682,dipyridamole,aspiration pneumonia,histamine receptor h4
15683,estrone sulphate,parkinson disease,mitogen-activated protein kinase 14
15684,thioguanine,primary ovarian failure,potassium voltage-gated channel subfamily h member 6
15685,atorvastatin,labor pain,"phosphoribosylglycinamide formyltransferase, phosphoribosylglycinamide synthetase, phosphoribosylaminoimidazole synthetase"
15686,ethosuximide,synovitis,testis specific serine kinase 1b
15687,masoprocol,ankylosing spondylitis,monoamine oxidase b
15688,trimetazidine,scalp dermatosis,unc-51 like autophagy activating kinase 1
15689,apremilast,migraine disorder,glutamate ionotropic receptor nmda type subunit 3a
15690,cilastatin,stroke disorder,g protein-coupled receptor kinase 4
15691,carfilzomib,central nervous system origin vertigo,5-hydroxytryptamine receptor 2a
15692,calcipotriol,vasomotor rhinitis,sodium voltage-gated channel alpha subunit 2
15693,dextrothyroxine,alcohol dependence,amylase alpha 1a
15694,levobetaxolol,tenosynovitis,cytochrome p450 family 2 subfamily c member 8
15695,fenoldopam,pulmonary artery stenosis,5-methyltetrahydrofolate-homocysteine methyltransferase reductase
15696,fosamprenavir,pyoderma gangrenosum,glucagon receptor
15697,estradiol valerate,meningococcal meningitis,potassium two pore domain channel subfamily k member 9
15698,digoxin,ascariasis,h1.0 linker histone
15699,tetracosactide,serum sickness,macrophage stimulating 1 receptor
15700,heparin,systemic mastocytosis,solute carrier family 22 member 4
15701,alimemazine,type 1 diabetes mellitus,prostaglandin d2 receptor
15702,pimavanserin,vitamin b12 deficiency,sodium voltage-gated channel alpha subunit 7
15703,letrozole,diffuse large b-cell lymphoma,angiotensin ii receptor type 1
15704,trimetaphan,osteomalacia,thyroid hormone receptor alpha
15705,entacapone,pruritus ani,potassium voltage-gated channel subfamily q member 5
15706,pinacidil,hyponatremia,salt inducible kinase 1
15707,caffeine,female stress incontinence,calcyon neuron specific vesicular protein
15708,befunolol,pancreatic insulinoma,potassium inwardly rectifying channel subfamily j member 12
15709,diclofenac,hairy cell leukemia,hydroxysteroid 11-beta dehydrogenase 1
15710,alogliptin,liposarcoma,adrenoceptor alpha 2b
15711,acarbose,familial mediterranean fever,calcium voltage-gated channel subunit alpha1 b
15712,glimepiride,diarrheal disease,sphingosine-1-phosphate receptor 5
15713,guanabenz,vitamin deficiency disorder,nuclear receptor subfamily 5 group a member 1
15714,desloratadine,abdominal abscess,cytochrome p450 family 11 subfamily b member 1
15715,apomorphine,angina pectoris,cathepsin g
15716,dexibuprofen,seasonal affective disorder,serine/threonine kinase 16
15717,ramipril,gynecomastia disorder,angiotensin i converting enzyme
15718,insulin glulisine,sjogren syndrome,cdc like kinase 1
15719,biotin,pyelonephritis,atp binding cassette subfamily a member 1
15720,rotigotine,oral candidiasis,glutamate ionotropic receptor kainate type subunit 1
15721,stanozolol,hyperthyroidism,mitogen-activated protein kinase kinase kinase 11
15722,methotrexate,type 1 diabetes mellitus,paraoxonase 1
15723,thiothixene,metrorrhagia,synuclein alpha
15724,nelfinavir,meningococcal meningitis,propionyl-coa carboxylase subunit alpha
15725,lisuride,tenosynovial giant cell tumor,carbonic anhydrase 4
15726,paclitaxel,hypercalcemia disease,eph receptor a3
15727,conjugated estrogens,adrenogenital syndrome,tachykinin precursor 1
15728,histamine,idiopathic acute eosinophilic pneumonia,myosin light chain kinase family member 4
15729,lansoprazole,plasma cell myeloma,septin 9
15730,aminosalicylic acid,"leukemia, myeloid, chronic-phase",phosphodiesterase 7b
15731,ripasudil,hypertensive disorder,tyrosine hydroxylase
15732,betamethasone,dermatophytosis of groin and perianal area,thymidylate synthetase
15733,medroxyprogesterone,gynecomastia disorder,cytochrome p450 family 2 subfamily r member 1
15734,teriparatide,renal osteodystrophy,discoidin domain receptor tyrosine kinase 1
15735,tolmetin,cardiac arrest,carbonic anhydrase 14
15736,penicillamine,streptococcal pneumonia,nuclear factor kappa b subunit 1
15737,ezetimibe,pharyngitis,interleukin 1 receptor associated kinase 3
15738,gliquidone,migraine disorder,phenylalanine hydroxylase
15739,dofetilide,"hydatidiform mole, recurrent, 1",atp binding cassette subfamily b member 11
15740,carbimazole,schizophrenia,potassium voltage-gated channel modifier subfamily g member 1
15741,valdecoxib,autoimmune hemolytic anemia,pre-mrna splicing tri-snrnp complex factor prpf4
15742,pyridostigmine,atopic conjunctivitis,gamma-aminobutyric acid type a receptor subunit alpha3
15743,homatropine methylbromide,primary myelofibrosis,insulin receptor
15744,capecitabine,rhinoscleroma,interleukin 11 receptor subunit alpha
15745,zafirlukast,motion sickness,acid sensing ion channel subunit 1
15746,tripelennamine,classic hodgkin lymphoma,high mobility group box 1
15747,doxylamine,secondary hyperparathyroidism,dead-box helicase 3 x-linked
15748,metoprolol,plasmodium falciparum malaria,cytochrome p450 family 2 subfamily a member 6
15749,guanfacine,hodgkins lymphoma,tubulin beta 2b class iib
15750,dihydrotachysterol,early myoclonic encephalopathy,dihydropyrimidine dehydrogenase
15751,eplerenone,meningococcal meningitis,cart prepropeptide
15752,midazolam,brain cancer,histone deacetylase 10
15753,rilmenidine,actinic keratosis,"smoothened, frizzled class receptor"
15754,calcium gluconate,premature obstetric labor,npc1 like intracellular cholesterol transporter 1
15755,aminosalicylic acid,rheumatoid arthritis,3-hydroxy-3-methylglutaryl-coa reductase
15756,cephalotaxine,cryopyrin-associated periodic syndrome,acyl-coa dehydrogenase short/branched chain
15757,diphenidol,ocular hypertension,ttk protein kinase
15758,oxymorphone,neurofibromatosis 1,protein kinase n1
15759,orlistat,breast ductal adenocarcinoma,phosphodiesterase 10a
15760,almotriptan,major depressive disorder,cdc like kinase 1
15761,entacapone,angioedema,atpase na+/k+ transporting subunit beta 1
15762,moxonidine,fabry disease,15-hydroxyprostaglandin dehydrogenase
15763,reboxetine,pemphigus,cf transmembrane conductance regulator
15764,dexmethylphenidate,keratitis,phosphodiesterase 8b
15765,mupirocin,tetralogy of fallot,transient receptor potential cation channel subfamily m member 8
15766,asenapine,iridocyclitis,toll like receptor 9
15767,buspirone,relapsing-remitting multiple sclerosis,angiotensin converting enzyme 2
15768,mitoxantrone,hypertriglyceridemia,tubulin beta 4b class ivb
15769,carbachol,tachycardia,potassium voltage-gated channel subfamily c member 2
15770,paramethadione,altitude sickness,epoxide hydrolase 2
15771,fluphenazine,myasthenia gravis,tubulin beta 4b class ivb
15772,oprelvekin,rhinoscleroma,catechol-o-methyltransferase
15773,ropinirole,nicotine dependence,"mer proto-oncogene, tyrosine kinase"
15774,diphenylpyraline,phenylketonuria,potassium voltage-gated channel subfamily h member 6
15775,glipizide,hodgkins lymphoma,structural maintenance of chromosomes 2
15776,ribavirin,lymphangioma,tubulin beta 1 class vi
15777,orlistat,gingivitis,gamma-aminobutyric acid type a receptor subunit theta
15778,dabigatran etexilate,diabetes mellitus,microtubule affinity regulating kinase 3
15779,perazine,anaphylaxis,carbonic anhydrase 3
15780,auranofin,"cicatrix, hypertrophic",amnion associated transmembrane protein
15781,calcium acetate,pulmonary artery stenosis,bcl2 apoptosis regulator
15782,bromfenac,basal ganglia disorder,carbonic anhydrase 1
15783,paracetamol,hot flashes,gamma-aminobutyric acid type a receptor subunit beta3
15784,phenobarbital,proctitis,myosin light chain kinase 3
15785,gefitinib,urethritis,c-x-c motif chemokine ligand 8
15786,pimavanserin,lichen planus,phosphodiesterase 6d
15787,trimipramine,gestational trophoblastic neoplasm,ribonucleotide reductase regulatory subunit m2
15788,tipiracil,amenorrhea,mitogen-activated protein kinase kinase kinase 7
15789,famotidine,pemphigus,carbonic anhydrase 7
15790,choline,autoimmune hemolytic anemia,glutamate ionotropic receptor kainate type subunit 4
15791,aminobenzoic acid,hyperlipoproteinemia type 3,activin a receptor type 1
15792,fluocinonide,small intestine cancer,cholinergic receptor nicotinic beta 4 subunit
15793,indomethacin,persistent fetal circulation syndrome,potassium voltage-gated channel subfamily q member 3
15794,raloxifene,medullary thyroid gland carcinoma,ribonucleotide reductase regulatory subunit m2
15795,icatibant,meningococcal meningitis,calcium voltage-gated channel subunit alpha1 b
15796,pomalidomide,postoperative nausea and vomiting,riboflavin kinase
15797,olmesartan,vitamin d deficiency,gamma-aminobutyric acid type a receptor subunit alpha4
15798,tandospirone,esophageal cancer,retinoic acid receptor alpha
